Artist_name,Image_name,image_id
amedeo modigliani,adrienne woman with bangs 1917,amedeo-modigliani_adrienne-woman-with-bangs-1917
amedeo modigliani,alice 1915,amedeo-modigliani_alice-1915
amedeo modigliani,andre rouveyre 1915,amedeo-modigliani_andre-rouveyre-1915
amedeo modigliani,beatrice hastings 1915,amedeo-modigliani_beatrice-hastings-1915
amedeo modigliani,beatrice hastings leaning on her elbow 1914,amedeo-modigliani_beatrice-hastings-leaning-on-her-elbow-1914
amedeo modigliani,boy in shorts 1918,amedeo-modigliani_boy-in-shorts-1918
amedeo modigliani,chaim soutine,amedeo-modigliani_chaim-soutine
amedeo modigliani,chakoska 1917,amedeo-modigliani_chakoska-1917
amedeo modigliani,cheron,amedeo-modigliani_cheron
amedeo modigliani,count weilhorski,amedeo-modigliani_count-weilhorski
amedeo modigliani,girl in a green blouse 1917,amedeo-modigliani_girl-in-a-green-blouse-1917
amedeo modigliani,girl with a polka dot blouse 1919,amedeo-modigliani_girl-with-a-polka-dot-blouse-1919
amedeo modigliani,girl with pigtails 1918,amedeo-modigliani_girl-with-pigtails-1918
amedeo modigliani,jacques and berthe lipchitz 1917,amedeo-modigliani_jacques-and-berthe-lipchitz-1917
amedeo modigliani,jeanne hebuterne with hat and necklace 1917,amedeo-modigliani_jeanne-hebuterne-with-hat-and-necklace-1917
amedeo modigliani,jeanne hebuterne with necklace 1917,amedeo-modigliani_jeanne-hebuterne-with-necklace-1917
amedeo modigliani,le grand nu the great nude 1917,amedeo-modigliani_le-grand-nu-the-great-nude-1917
amedeo modigliani,leopold zborowski with a walking stick 1917,amedeo-modigliani_leopold-zborowski-with-a-walking-stick-1917
amedeo modigliani,little girl in black apron 1918,amedeo-modigliani_little-girl-in-black-apron-1918
amedeo modigliani,madame zborowska with clasped hands,amedeo-modigliani_madame-zborowska-with-clasped-hands
amedeo modigliani,paul guillaume 1916,amedeo-modigliani_paul-guillaume-1916
amedeo modigliani,pierre edouard baranowski 1918,amedeo-modigliani_pierre-edouard-baranowski-1918
amedeo modigliani,portrait of a man with hat jose pacheco,amedeo-modigliani_portrait-of-a-man-with-hat-jose-pacheco
amedeo modigliani,portrait of a polish woman,amedeo-modigliani_portrait-of-a-polish-woman
amedeo modigliani,portrait of a woman 1907,amedeo-modigliani_portrait-of-a-woman-1907
amedeo modigliani,portrait of a woman 1915,amedeo-modigliani_portrait-of-a-woman-1915
amedeo modigliani,portrait of a young woman,amedeo-modigliani_portrait-of-a-young-woman
amedeo modigliani,portrait of blaise cendrars 1917,amedeo-modigliani_portrait-of-blaise-cendrars-1917
amedeo modigliani,portrait of chaim soutine 1915,amedeo-modigliani_portrait-of-chaim-soutine-1915
amedeo modigliani,portrait of leopold zborowski,amedeo-modigliani_portrait-of-leopold-zborowski
amedeo modigliani,portrait of leopold zborowski 1917,amedeo-modigliani_portrait-of-leopold-zborowski-1917
amedeo modigliani,portrait of lunia czechowska in white blouse 1917,amedeo-modigliani_portrait-of-lunia-czechowska-in-white-blouse-1917
amedeo modigliani,portrait of moise kisling 1916,amedeo-modigliani_portrait-of-moise-kisling-1916
amedeo modigliani,portrait of oscar miestchanioff 1916,amedeo-modigliani_portrait-of-oscar-miestchanioff-1916
amedeo modigliani,portrait of pardy,amedeo-modigliani_portrait-of-pardy
amedeo modigliani,portrait of paul alexander,amedeo-modigliani_portrait-of-paul-alexander
amedeo modigliani,portrait of paul alexandre 1909,amedeo-modigliani_portrait-of-paul-alexandre-1909
amedeo modigliani,portrait of paulette jourdain 1919,amedeo-modigliani_portrait-of-paulette-jourdain-1919
amedeo modigliani,raimondo 1915,amedeo-modigliani_raimondo-1915
amedeo modigliani,reclining nude with folded arms behind her head 1917,amedeo-modigliani_reclining-nude-with-folded-arms-behind-her-head-1917
amedeo modigliani,red headed girl in evening dress 1918,amedeo-modigliani_red-headed-girl-in-evening-dress-1918
amedeo modigliani,redheaded woman wearing a pendant 1918,amedeo-modigliani_redheaded-woman-wearing-a-pendant-1918
amedeo modigliani,seated algerian almaiisa 1916,amedeo-modigliani_seated-algerian-almaiisa-1916
amedeo modigliani,seated female nude 1916,amedeo-modigliani_seated-female-nude-1916
amedeo modigliani,seated nude 1917,amedeo-modigliani_seated-nude-1917
amedeo modigliani,seated nude 1918,amedeo-modigliani_seated-nude-1918
amedeo modigliani,the artist s wife 1918,amedeo-modigliani_the-artist-s-wife-1918
amedeo modigliani,the caretaker s son 1918,amedeo-modigliani_the-caretaker-s-son-1918
amedeo modigliani,the man with the monocle,amedeo-modigliani_the-man-with-the-monocle
amedeo modigliani,the pretty housewife 1915,amedeo-modigliani_the-pretty-housewife-1915
amedeo modigliani,the tuscan road 1899,amedeo-modigliani_the-tuscan-road-1899
amedeo modigliani,the typographer pedro,amedeo-modigliani_the-typographer-pedro
amedeo modigliani,woman in yellow jacket amazon 1909,amedeo-modigliani_woman-in-yellow-jacket-amazon-1909
amedeo modigliani,woman s head 1915 1,amedeo-modigliani_woman-s-head-1915-1
amedeo modigliani,woman with a black tie 1917,amedeo-modigliani_woman-with-a-black-tie-1917
amedeo modigliani,woman with a red necklace 1918,amedeo-modigliani_woman-with-a-red-necklace-1918
amedeo modigliani,woman with red hair 1917,amedeo-modigliani_woman-with-red-hair-1917
amedeo modigliani,woman with white coat 1917,amedeo-modigliani_woman-with-white-coat-1917
amedeo modigliani,women with red hair 1917,amedeo-modigliani_women-with-red-hair-1917
amedeo modigliani,young woman 1910,amedeo-modigliani_young-woman-1910
amedeo modigliani,young woman in a small ruff 1915,amedeo-modigliani_young-woman-in-a-small-ruff-1915
amrita sher gil,hill women 1935,amrita-sher-gil_hill-women-1935
amrita sher gil,hungarian market scene 1938,amrita-sher-gil_hungarian-market-scene-1938
amrita sher gil,the bride 1940,amrita-sher-gil_the-bride-1940
anders zorn,ernest cassel 1886,anders-zorn_ernest-cassel-1886
anders zorn,firelight,anders-zorn_firelight
anders zorn,helga 1917,anders-zorn_helga-1917
anders zorn,lisen lamm,anders-zorn_lisen-lamm
anders zorn,portrait of elizabeth sherman cameron 1900,anders-zorn_portrait-of-elizabeth-sherman-cameron-1900
anders zorn,portrait of mrs eben richards 1899,anders-zorn_portrait-of-mrs-eben-richards-1899
anders zorn,reflexions 1889,anders-zorn_reflexions-1889
anders zorn,self portrait,anders-zorn_self-portrait
anders zorn,stockholm 1881,anders-zorn_stockholm-1881
anders zorn,the tub 1888,anders-zorn_the-tub-1888
anders zorn,view from the ship island pier 1890,anders-zorn_view-from-the-ship-island-pier-1890
anders zorn,walk 1908,anders-zorn_walk-1908
anders zorn,waltz 1891,anders-zorn_waltz-1891
andre derain,ball of soldiers in suresnes 1903,andre-derain_ball-of-soldiers-in-suresnes-1903
andre derain,banks of seine,andre-derain_banks-of-seine
andre derain,deerstalking 1938,andre-derain_deerstalking-1938
andre derain,drinker,andre-derain_drinker
andre derain,funeral 1899,andre-derain_funeral-1899
andre derain,girl 1931,andre-derain_girl-1931
andre derain,jane keeping an apple 1938,andre-derain_jane-keeping-an-apple-1938
andre derain,landscape 1930,andre-derain_landscape-1930
andre derain,landscape near chatou 1904,andre-derain_landscape-near-chatou-1904
andre derain,not detected 256142,andre-derain_not-detected-256142
andre derain,not detected 256144,andre-derain_not-detected-256144
andre derain,not detected 256146,andre-derain_not-detected-256146
andre derain,portrait of a young girl in black,andre-derain_portrait-of-a-young-girl-in-black
andre derain,still life 1,andre-derain_still-life-1
andre derain,the artist in his studio 1920,andre-derain_the-artist-in-his-studio-1920
andre derain,the bagpiper at camiers,andre-derain_the-bagpiper-at-camiers
andre derain,the clearing or the luncheon on the grass 1938,andre-derain_the-clearing-or-the-luncheon-on-the-grass-1938
andre derain,the cup of tea 1935,andre-derain_the-cup-of-tea-1935
andre derain,the female nude in front of green hanging 1923,andre-derain_the-female-nude-in-front-of-green-hanging-1923
andre derain,the nude female near the cat 1923,andre-derain_the-nude-female-near-the-cat-1923
andre derain,the portrait of woman 1913,andre-derain_the-portrait-of-woman-1913
andre derain,the road 1932,andre-derain_the-road-1932
andre derain,two naked women and still life 1935,andre-derain_two-naked-women-and-still-life-1935
andre dunoyer de segonzac,la bouteille de vin blanc,andre-dunoyer-de-segonzac_la-bouteille-de-vin-blanc
andre masson,couple in the night,andre-masson_couple-in-the-night
andre masson,gradiva,andre-masson_gradiva
andre masson,horse attacked by a fish,andre-masson_horse-attacked-by-a-fish
andre masson,little genius of wheat,andre-masson_little-genius-of-wheat
andre masson,mist in the valley of the arc 1956,andre-masson_mist-in-the-valley-of-the-arc-1956
andre masson,no name 1(2),andre-masson_no-name-6
andre masson,portrait of an american teenager in the forest,andre-masson_portrait-of-an-american-teenager-in-the-forest
andre masson,portrait of andr breton,andre-masson_portrait-of-andr-breton
andre masson,street at daybreak 1956,andre-masson_street-at-daybreak-1956
andre masson,the horse tryout,andre-masson_the-horse-tryout
andre masson,torso,andre-masson_torso
andre masson,tribute to saint pol roux,andre-masson_tribute-to-saint-pol-roux
andrei ryabushkin,deacon,andrei-ryabushkin_deacon
andrei ryabushkin,family of merchant in xvii century,andrei-ryabushkin_family-of-merchant-in-xvii-century
andrei ryabushkin,mikhailovsky street in novgorod,andrei-ryabushkin_mikhailovsky-street-in-novgorod
andrei ryabushkin,old moscow street,andrei-ryabushkin_old-moscow-street
andrei ryabushkin,strelets patrol at ilyinskie gates in the old moscow,andrei-ryabushkin_strelets-patrol-at-ilyinskie-gates-in-the-old-moscow
andrei ryabushkin,sunday,andrei-ryabushkin_sunday
andrei ryabushkin,sunday in the village study,andrei-ryabushkin_sunday-in-the-village-study
andrei ryabushkin,tea party,andrei-ryabushkin_tea-party
angelica kauffman,allegory of poetry and music 1782,angelica-kauffman_allegory-of-poetry-and-music-1782
angelica kauffman,ariadne left on the island of naxos,angelica-kauffman_ariadne-left-on-the-island-of-naxos
angelica kauffman,beauty directed by prudence 1780,angelica-kauffman_beauty-directed-by-prudence-1780
angelica kauffman,beauty supported by prudence scorns the offering of folly,angelica-kauffman_beauty-supported-by-prudence-scorns-the-offering-of-folly
angelica kauffman,count nikolai tolstoy with his wife anna ivanovna and their son alexander,angelica-kauffman_count-nikolai-tolstoy-with-his-wife-anna-ivanovna-and-their-son-alexander
angelica kauffman,ferdinand iv of naples and his family 1783,angelica-kauffman_ferdinand-iv-of-naples-and-his-family-1783
angelica kauffman,four children with a basket of fruit,angelica-kauffman_four-children-with-a-basket-of-fruit
angelica kauffman,hector calls paris to the battle 1775,angelica-kauffman_hector-calls-paris-to-the-battle-1775
angelica kauffman,insane mary,angelica-kauffman_insane-mary
angelica kauffman,portrait of a woman 1795,angelica-kauffman_portrait-of-a-woman-1795
angelica kauffman,portrait of augusta of hanover with her first born son karl georg of brunswick 1767,angelica-kauffman_portrait-of-augusta-of-hanover-with-her-first-born-son-karl-georg-of-brunswick-1767
angelica kauffman,portrait of herzogs von ceri,angelica-kauffman_portrait-of-herzogs-von-ceri
angelica kauffman,portrait of john simpson,angelica-kauffman_portrait-of-john-simpson
angelica kauffman,portrait of karl leberecht 1785,angelica-kauffman_portrait-of-karl-leberecht-1785
angelica kauffman,portrait of louise henrietta campbell,angelica-kauffman_portrait-of-louise-henrietta-campbell
angelica kauffman,portrait of mme latouce,angelica-kauffman_portrait-of-mme-latouce
angelica kauffman,self portrait 1785,angelica-kauffman_self-portrait-1785
angelica kauffman,self portrait 1787,angelica-kauffman_self-portrait-1787
angelica kauffman,self portrait the artist hesitating between the arts of music and painting 1791,angelica-kauffman_self-portrait-the-artist-hesitating-between-the-arts-of-music-and-painting-1791
angelica kauffman,the monk from calais 1780,angelica-kauffman_the-monk-from-calais-1780
angelica kauffman,valentine rescues silvia in the two gentlemen of verona 1789,angelica-kauffman_valentine-rescues-silvia-in-the-two-gentlemen-of-verona-1789
anita malfatti,a estudante russa 1915,anita-malfatti_a-estudante-russa-1915
anita malfatti,a mulher de cabelos verdes 1916,anita-malfatti_a-mulher-de-cabelos-verdes-1916
anita malfatti,as duas igrejas itanha m 1940,anita-malfatti_as-duas-igrejas-itanha-m-1940
anita malfatti,tropical 1917,anita-malfatti_tropical-1917
anita malfatti,uma estudante 1916,anita-malfatti_uma-estudante-1916
anna ostroumova lebedeva,academy of arts 1922 1,anna-ostroumova-lebedeva_academy-of-arts-1922-1
anna ostroumova lebedeva,barge 1904,anna-ostroumova-lebedeva_barge-1904
anna ostroumova lebedeva,bridge with griffins 1922,anna-ostroumova-lebedeva_bridge-with-griffins-1922
anna ostroumova lebedeva,chain bridge in st petersburg 1903,anna-ostroumova-lebedeva_chain-bridge-in-st-petersburg-1903
anna ostroumova lebedeva,colonnade of exchange and peter and paul fortress 1907,anna-ostroumova-lebedeva_colonnade-of-exchange-and-peter-and-paul-fortress-1907
anna ostroumova lebedeva,exchange 1922,anna-ostroumova-lebedeva_exchange-1922
anna ostroumova lebedeva,fontanka 1922,anna-ostroumova-lebedeva_fontanka-1922
anna ostroumova lebedeva,french embankment 1922,anna-ostroumova-lebedeva_french-embankment-1922
anna ostroumova lebedeva,in the park 1902,anna-ostroumova-lebedeva_in-the-park-1902
anna ostroumova lebedeva,landscape near the pil tower 1923,anna-ostroumova-lebedeva_landscape-near-the-pil-tower-1923
anna ostroumova lebedeva,landscape with a river norway between bergen and christiania 1914,anna-ostroumova-lebedeva_landscape-with-a-river-norway-between-bergen-and-christiania-1914
anna ostroumova lebedeva,leningrad summer garden in winter 1929,anna-ostroumova-lebedeva_leningrad-summer-garden-in-winter-1929
anna ostroumova lebedeva,leningrad view from trinity bridge 1926,anna-ostroumova-lebedeva_leningrad-view-from-trinity-bridge-1926
anna ostroumova lebedeva,lions and castle ice drifts and fortress,anna-ostroumova-lebedeva_lions-and-castle-ice-drifts-and-fortress
anna ostroumova lebedeva,neva through the columns of the exchange 1908,anna-ostroumova-lebedeva_neva-through-the-columns-of-the-exchange-1908
anna ostroumova lebedeva,pavlovsk novosilviysky bridge 1921,anna-ostroumova-lebedeva_pavlovsk-novosilviysky-bridge-1921
anna ostroumova lebedeva,school house of peter i 1922,anna-ostroumova-lebedeva_school-house-of-peter-i-1922
anna ostroumova lebedeva,sea stones 1902,anna-ostroumova-lebedeva_sea-stones-1902
anna ostroumova lebedeva,self portrait 1940,anna-ostroumova-lebedeva_self-portrait-1940
anna ostroumova lebedeva,spring motif view from stone island to krestovsky and yelagin islands 1904,anna-ostroumova-lebedeva_spring-motif-view-from-stone-island-to-krestovsky-and-yelagin-islands-1904
anna ostroumova lebedeva,st isaac s cathedral in a foggy day 1922,anna-ostroumova-lebedeva_st-isaac-s-cathedral-in-a-foggy-day-1922
anna ostroumova lebedeva,the lion and the fortress woodcut for the magazine world,anna-ostroumova-lebedeva_the-lion-and-the-fortress-woodcut-for-the-magazine-world
anna ostroumova lebedeva,the moon 1900,anna-ostroumova-lebedeva_the-moon-1900
anna ostroumova lebedeva,trees near the apollo colonnade 1923,anna-ostroumova-lebedeva_trees-near-the-apollo-colonnade-1923
